acts,address,datefrom,dateto,day,district,filename,link,pahar,psdate,pstation,pstime,section,timefrom,timeto,full_charge,group_charge,hour
1 IPC 1860,"NEHRU NAGAR BUS STAND RING ROAD, ASHRAM CHOWK RING ROAD",2017-01-17,2017-01-17,Tuesday,SOUTH-EAST,8955016170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955016170017,7,2017-01-18,SUNLIGHT COLONY,01:15,379/307,19:30,20:01,Theft-murder,murder,19.0
1 IPC 1860,"RING ROAD, NEAR MAHARANI BAGH BUS STAND",2017-01-20,2017-01-20,Friday,SOUTH-EAST,8955016170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955016170020,7,2017-01-20,SUNLIGHT COLONY,21:00,509,19:30,19:30,sexual harrasement,sexual harrasement,19.0
1 IPC 1860,"242, HARI NAGAR ASHRAM ND",2017-01-21,2017-01-21,Saturday,SOUTH-EAST,8955016170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955016170021,7,2017-01-21,SUNLIGHT COLONY,20:10,188,19:15,19:15,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0
1 IPC 1860,"H NO 101, IST FLOOR BHAGWAN NAGAR ND",2017-01-21,2017-01-21,Saturday,SOUTH-EAST,8955016170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955016170022,6,2017-01-21,SUNLIGHT COLONY,20:45,188,18:30,18:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,18.0
1 IPC 1860,"H NO F-86, SARAI KALE KHAN, DELHI",2017-01-21,2017-01-21,Saturday,SOUTH-EAST,8955016170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955016170023,7,2017-01-21,SUNLIGHT COLONY,22:15,188,21:00,21:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,21.0
1 IPC 1860,"NEAR SARAI KALE KHAN RED LIGHT, SARAI KALE KHAN NEW DELHI",2017-01-22,2017-01-22,Sunday,SOUTH-EAST,8955016170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955016170025,5,2017-01-22,SUNLIGHT COLONY,17:05,379/34,15:20,15:20,Theft,Theft,15.0
1 IPC 1860,"98E, 3RD FLOOR, HARI NAGAR ASHRAM NEW DELHI",2017-01-24,2017-01-24,Tuesday,SOUTH-EAST,8955016170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955016170026,4,2017-01-24,SUNLIGHT COLONY,12:15,188,11:10,11:10,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,11.0
1 IPC 1860,"H.NO. 86-A/4, NEAR FAISYAB MASJID, SARAI KALE KHAN, NEW DELHI",2017-01-24,2017-01-24,Tuesday,SOUTH-EAST,8955016170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955016170027,7,2017-01-24,SUNLIGHT COLONY,20:55,188,19:30,19:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0
1 IPC 1860,"RING ROAD, SARAI KALE KHAN NEW DELHI",2017-01-25,2017-01-25,Wednesday,SOUTH-EAST,8955016170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955016170028,5,2017-01-25,SUNLIGHT COLONY,16:05,379/411,13:45,13:45,Theft,Theft,13.0
1 IPC 1860,"57-A, SARAI KALE KHAN, OPPOSITE ISAQ MASJID NEW DELH",2017-01-25,2017-01-25,Wednesday,SOUTH-EAST,8955016170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955016170029,5,2017-01-25,SUNLIGHT COLONY,16:30,380,12:15,13:00,Theft,Theft,12.0
1 IPC 1860,"H.NO. 19, JEEVAN NAGAR, NEW DELHI",2017-01-22,2017-01-25,INTERVENING DAY,SOUTH-EAST,8955016170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955016170030,,2017-01-25,SUNLIGHT COLONY,22:50,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"ALI MORE, BADARPUR FLYOVER HIGHWAY, NEW DELHI",2017-01-01,2017-01-01,Sunday,SOUTH-EAST,8955012170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955012170003,2,2017-01-02,BADARPUR,22:35,279/323/341/506/3,04:00,04:30,Causing hurt-Criminal intimidation-Rash driving-wrong restraint,Rash driving,4.0
1 IPC 1860,"JAITPUR BADARPUR ROAD, NEAR NTPC GATE NO. 3, BADARPUR NEW DELHI",2017-01-04,2017-01-04,Wednesday,SOUTH-EAST,8955012170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955012170006,6,2017-01-04,BADARPUR,23:15,279/337,17:05,17:05,Rash driving-endangering safety of others,Rash driving,17.0
1 IPC 1860,"JAITPUR ROAD NEAR NTPC GATE NO. 3, BADARPUR, NEW DELHI",2017-01-05,2017-01-05,Thursday,SOUTH-EAST,8955012170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955012170007,2,2017-01-05,BADARPUR,18:50,323/341/34,05:30,05:30,Causing hurt-wrong restraint,Causing hurt-wrong restraint,5.0
1 IPC 1860,"H.NO. 846, GAUTAMPURI PHASE 1, BADARPUR, NEW DELHI",2017-01-06,2017-01-06,Friday,SOUTH-EAST,8955012170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955012170008,5,2017-01-06,BADARPUR,17:40,354(A)/354(B)/354J,13:30,13:30,Women abuse-sexual harrasement,sexual harrasement,13.0
1 IPC 1860,"BADARPUR BUS TERMINAL, BADARPUR, NEW DELHI",2017-01-06,2017-01-06,Friday,SOUTH-EAST,8955012170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955012170009,,2017-01-06,BADARPUR,19:15,379,07:00,17:00,Theft,Theft,7.0
1 IPC 1860,"H.NO. 0-173, GAUTAMPURI PHASE 1, BADARPUR, NEW DELHI",2017-01-02,2017-01-02,Monday,SOUTH-EAST,8955012170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955012170010,4,2017-01-06,BADARPUR,22:10,363,10:00,10:00,Kidnapping,Kidnapping,10.0
1 IPC 1860,"NEAR JHUGGI NO. 85, BIW COLONY BTPS GAUTAMPURI, BADARPUR NEW DELHI",2017-01-07,2017-01-07,Saturday,SOUTH-EAST,8955012170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955012170011,4,2017-01-07,BADARPUR,16:50,341/506/34,10:00,10:00,Criminal intimidation-wrong restraint,Criminal intimidation-wrong restraint,10.0
1 IPC 1860,"MAIN MATHURA ROAD BADARPUR TO DELHI SIDE, IN FRONT OF NTPC, BADARPUR NEW DELHI",2017-01-07,2017-01-07,Saturday,SOUTH-EAST,8955012170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955012170012,5,2017-01-07,BADARPUR,22:40,279/337,15:00,15:00,Rash driving-endangering safety of others,Rash driving,15.0
1 IPC 1860,"MATHURA ROAD, IN FRONT OF KABRISTAN SERVICE LANE, BADARPUR NEW DELHI",2017-01-07,2017-01-08,INTERVENING DAY,SOUTH-EAST,8955012170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955012170013,,2017-01-08,BADARPUR,08:05,379,23:59,05:30,Theft,Theft,23.0
1 IPC 1860,"8-1461, GAUTAMPURI PHASE II, BADARPUR, NEW DELHI",2017-01-06,2017-01-06,Friday,SOUTH-EAST,8955012170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955012170014,3,2017-01-08,BADARPUR,14:40,363,09:30,09:30,Kidnapping,Kidnapping,9.0
1 IPC 1860,"MEHRAULI MORE MATHURA ROAD, BADARPUR, NEW DELHI",2017-01-07,2017-01-07,Saturday,SOUTH-EAST,8955012170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955012170015,7,2017-01-08,BADARPUR,22:25,279/337,21:00,21:00,Rash driving-endangering safety of others,Rash driving,21.0
1 IPC 1860,"JAITPUR ROAD, JAITPUR MOD, BADARPUR, NEW DELHI",2017-01-08,2017-01-08,Sunday,SOUTH-EAST,8955012170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955012170016,7,2017-01-08,BADARPUR,23:10,356/379/411,21:15,21:15,Snatching-Theft,Snatching,21.0
1 IPC 1860,"MATHURA ROAD, NEAR SIBBLE CINEMA, BADARPUR NEW DELHI",2016-12-26,2016-12-26,Monday,SOUTH-EAST,8955012170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955012170018,7,2017-01-09,BADARPUR,20:35,279,21:30,21:30,Rash driving,Rash driving,21.0
1 IPC 1860,"GALI NO. 16, 17 FEET ROAD G BLOCK M.B EXTN, BADARPUR NEW DELHI",2017-01-09,2017-01-09,Monday,SOUTH-EAST,8955012170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955012170019,8,2017-01-10,BADARPUR,01:15,392/411/34,23:35,23:35,Robbery-Theft,Robbery,23.0
1 IPC 1860,"OPPOSITE NTPC GATE NO. 3, NEAR KHAI MOLARBAND EXTN, BADARPUR NEW DELHI",2017-01-10,2017-01-10,Tuesday,SOUTH-EAST,8955012170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955012170020,5,2017-01-10,BADARPUR,18:15,420,15:00,15:00,cheating,cheating,15.0
1 IPC 1860,"MATHURA ROAD SERVICE ROAD BADARPUR NEAR CHHOTI MASJID, BADARPUR NEW DELHI",2017-01-10,2017-01-10,Tuesday,SOUTH-EAST,8955012170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955012170022,5,2017-01-10,BADARPUR,20:45,279/337,15:45,15:45,Rash driving-endangering safety of others,Rash driving,15.0
1 IPC 1860,"H.NO. 1251, GALI NO. E 48, MOLARBAND EXTN., BADARPUR NEW DELHI",2017-01-14,2017-01-14,Saturday,SOUTH-EAST,8955012170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955012170025,6,2017-01-14,BADARPUR,19:30,420/380,16:00,16:00,Theft-cheating,Theft,16.0
1 IPC 1860,"H.NO. 2340, GALI NO. 63, 1ST FLOOR, MOLARBAND EXTN., BADARPUR NEW DELHI",2017-01-15,2017-01-15,Sunday,SOUTH-EAST,8955012170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955012170026,3,2017-01-15,BADARPUR,11:30,307,08:30,08:30,murder,murder,8.0
1 IPC 1860,"MAIN MATHURA ROAD IN FRONT OF AXIS BANK, MOHAN CO-OPERATIVE, BADARPUR NEW DELHI",2017-01-16,2017-01-16,Monday,SOUTH-EAST,8955012170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955012170028,3,2017-01-16,BADARPUR,08:15,379,07:10,07:10,Theft,Theft,7.0
1 IPC 1860,"IN FRONT OF JHUGGI NO. 294 BIW COLONY, NTPC BADARPUR, NEW DELHI",2017-01-16,2017-01-16,Monday,SOUTH-EAST,8955012170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955012170029,,2017-01-16,BADARPUR,08:25,379,02:00,06:00,Theft,Theft,2.0
1 IPC 1860,"MB. ROAD, BADARPUR BUS STAND, NEW DELHI",2017-01-16,2017-01-16,Monday,SOUTH-EAST,8955012170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955012170030,2,2017-01-16,BADARPUR,15:15,379,06:30,06:30,Theft,Theft,6.0
1 IPC 1860,"RING ROAD, BUS STAND, LAJPAT NAGAR",2017-01-04,2017-01-04,Wednesday,SOUTH-EAST,8955006170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955006170003,3,2017-01-04,LAJPAT NAGAR,11:40,379,08:30,08:30,Theft,Theft,8.0
1 IPC 1860,"AT SHOP NO. 16-17, RIKSHAW MKT, KASTURBA NKT, LAJPAT NAGAR NEW DELHI",2017-01-05,2017-01-05,Thursday,SOUTH-EAST,8955006170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955006170004,3,2017-01-05,LAJPAT NAGAR,14:00,380,07:00,08:00,Theft,Theft,7.0
1 IPC 1860,"RING ROAD, NEAR MOOLCHAND HOSPITAL, LAJPAT NAGAR NEW DELHI",2017-01-04,2017-01-04,Wednesday,SOUTH-EAST,8955006170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955006170005,8,2017-01-05,LAJPAT NAGAR,16:35,279/338,23:30,23:30,Rash driving-endangering safety of others,Rash driving,23.0
1 IPC 1860,"NEAR L NAGAR METRO STATION, TOWARDS D C FLYOVER, BRT ROAD, LAJPAT NAGAR NEW DELI",2017-01-05,2017-01-05,Thursday,SOUTH-EAST,8955006170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955006170006,6,2017-01-05,LAJPAT NAGAR,20:30,379/356/34,16:00,16:30,Snatching-Theft,Snatching,16.0
1 IPC 1860,"INFRONT OF RAYMOND SHOWROOM, LAJAPT NAGAR NEW DELHI",2017-01-05,2017-01-05,Thursday,SOUTH-EAST,8955006170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955006170007,7,2017-01-06,LAJPAT NAGAR,18:00,379,20:00,20:00,Theft,Theft,20.0
1 IPC 1860,"JAL VIHAR MAIN GATE, NEAR NEHRU NAGAR, LAJPAT NAGAR NEW DELHI",2017-01-08,2017-01-08,Sunday,SOUTH-EAST,8955006170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955006170011,1,2017-01-08,LAJPAT NAGAR,09:25,354/323/506/509/3,02:30,02:30,Causing hurt-Criminal intimidation-sexual harrasement,sexual harrasement,2.0
1 IPC 1860,"BRT ROAD, NEAR LAJPAT NAGAR METRO STATION, LAJPAT NAGAR NEW DELHI",2017-01-08,2017-01-08,Sunday,SOUTH-EAST,8955006170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955006170012,7,2017-01-08,LAJPAT NAGAR,23:00,379,21:45,21:45,Theft,Theft,21.0
1 IPC 1860,"I- 71 3RD FLOOR, LAJPAT NAGAR II, NEW DELHI",2016-12-30,2017-01-09,INTERVENING DAY,SOUTH-EAST,8955006170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955006170013,,2017-01-09,LAJPAT NAGAR,13:05,380,19:00,08:13,Theft,Theft,19.0
1 IPC 1860,"JAL VIHAR ROAD, OPP WINE SHOP K BLOCK, LAJPAT NAGAR II",2017-01-09,2017-01-09,Monday,SOUTH-EAST,8955006170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955006170014,6,2017-01-09,LAJPAT NAGAR,20:45,379,18:20,18:20,Theft,Theft,18.0
1 IPC 1860,"F 65 LAJPAT NAGAR II ND, NEW DELHI",2017-01-07,2017-01-07,Saturday,SOUTH-EAST,8955006170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955006170015,1,2017-01-09,LAJPAT NAGAR,21:35,288/304A,00:00,00:00,Negligence conduct-Negligent conduct,Negligence conduct-Negligent conduct,0.0
1 IPC 1860,"NEAR NEHRU NAGAR, LAJPAT NAGAR NEW DELHI",2017-01-10,2017-01-10,Tuesday,SOUTH-EAST,8955006170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955006170016,5,2017-01-10,LAJPAT NAGAR,16:35,379/34,13:00,13:00,Theft,Theft,13.0
1 IPC 1860,"INFRONT OF H NO. 65, RING ROAD, LAJPAT NAGAR NEW DELHI",2017-01-12,2017-01-12,Thursday,SOUTH-EAST,8955006170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955006170019,8,2017-01-13,LAJPAT NAGAR,00:05,379/34,22:30,22:30,Theft,Theft,22.0
1 IPC 1860,"INFRONT OF NEAR PGDAV COLLAGE, NEHRU NAGAR, NEW DELHI",2017-01-12,2017-01-12,Thursday,SOUTH-EAST,8955006170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955006170020,8,2017-01-13,LAJPAT NAGAR,09:30,379/34,22:15,22:15,Theft,Theft,22.0
1 IPC 1860,"SHOP NO 69, CENTREL MARKET, LAJPAT NAGAR, NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH-EAST,8955006170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955006170022,6,2017-01-13,LAJPAT NAGAR,19:25,379,17:30,17:30,Theft,Theft,17.0
1 IPC 1860,"VEER SAWARKAR MARG NALA ROAD, OPP AXIS BANK ATM, LAJPAT NAGAR NEW DELHI",2017-01-14,2017-01-14,Saturday,SOUTH-EAST,8955006170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955006170024,8,2017-01-14,LAJPAT NAGAR,23:50,379,22:00,22:00,Theft,Theft,22.0
1 IPC 1860,"D/C FLY OVER TOWARDS, I.T.O, NEW DELHI",2017-01-11,2017-01-11,Wednesday,SOUTH-EAST,8955006170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955006170025,6,2017-01-17,LAJPAT NAGAR,14:15,279/337,16:00,16:00,Rash driving-endangering safety of others,Rash driving,16.0
1 IPC 1860,"JHUGGI NO. 108, BLOCK NO. 10, NEHRU NAGAR, LAJPAT NAGAR NEW DELHI",2017-01-17,2017-01-17,Tuesday,SOUTH-EAST,8955006170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955006170027,6,2017-01-18,LAJPAT NAGAR,01:40,363,17:00,17:00,Kidnapping,Kidnapping,17.0
1 IPC 1860,"B-43, LAJPAT NAGAR-I NEW DELHI",2017-01-16,2017-01-16,Monday,SOUTH-EAST,8955006170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955006170028,6,2017-01-18,LAJPAT NAGAR,19:50,365,18:40,18:40,Kidnapping,Kidnapping,18.0
1 IPC 1860,"BUS STAND GUPTA MARKET, LAJPAT NAGAR 4 SIDE, NEW DELHI",2017-01-19,2017-01-19,Thursday,SOUTH-EAST,8955006170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955006170029,4,2017-01-19,LAJPAT NAGAR,12:10,379,10:05,10:05,Theft,Theft,10.0
1 IPC 1860,"INFRONT OF RAMA PLACE D BLOCK, II CENTREL MKT, NEW DELHI",2017-01-19,2017-01-19,Thursday,SOUTH-EAST,8955006170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955006170030,1,2017-01-19,LAJPAT NAGAR,16:30,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"COMMUNITY CENTRE, NEAR GURUDWARA, ZAMRUDPUR, GREATER KAILASH -I ND",2017-01-02,2017-01-02,Monday,SOUTH-EAST,8955008170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955008170002,8,2017-01-03,GREATER KAILASH,18:40,356/379,22:45,22:45,Snatching-Theft,Snatching,22.0
1 IPC 1860,"E-81, GROUND FLOOR, GK ENCLAVE -I, GREATER KAILASH -I ND",2017-01-10,2017-01-10,Tuesday,SOUTH-EAST,8955008170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955008170003,,2017-01-10,GREATER KAILASH,12:20,457/380,01:00,08:00,Theft-house-trespass,Theft,1.0
1 IPC 1860,"H.NO. R-217, GROUND FLOOR, GREATER KAILASH -I ND",2017-01-02,2017-01-10,INTERVENING DAY,SOUTH-EAST,8955008170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955008170004,,2017-01-10,GREATER KAILASH,13:15,457/380,00:00,00:00,Theft-house-trespass,Theft,0.0
1 IPC 1860,"IN FRONT, OF H.NO. D-7, KAILASH COLONY, GREATER KAILASH -I ND",2017-01-13,2017-01-13,Friday,SOUTH-EAST,8955008170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955008170008,5,2017-01-13,GREATER KAILASH,16:05,379/356/411,14:25,14:25,Snatching-Theft,Snatching,14.0
1 IPC 1860,"DI, GK ENCLAVE, GREATER KAILASH -I ND",2017-01-15,2017-01-15,Sunday,SOUTH-EAST,8955008170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955008170009,6,2017-01-15,GREATER KAILASH,17:30,283,16:00,16:00,obstruction by a person,obstruction by a person,16.0
1 IPC 1860,"H.NO. 90, ZAMRUDPUR, GREATER KAILASH -I ND",2017-01-15,2017-01-15,Sunday,SOUTH-EAST,8955008170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955008170010,6,2017-01-15,GREATER KAILASH,18:35,188,17:45,17:45,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,17.0
1 IPC 1860,"H.NO. 41, GALI NO. 12, ZAMRUDPUR, GREATER KAILASH -I ND",2017-01-15,2017-01-15,Sunday,SOUTH-EAST,8955008170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955008170011,6,2017-01-15,GREATER KAILASH,19:00,188,18:10,18:10,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,18.0
1 IPC 1860,"8-25, GREATER KAILASH -I ND",2016-12-30,2017-01-15,INTERVENING DAY,SOUTH-EAST,8955008170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955008170012,,2017-01-15,GREATER KAILASH,21:30,454/380,00:00,00:00,Theft-house-trespass,Theft,0.0
1 IPC 1860,"M-32, SIR JOHN BAKERY, GREATER KAILASH -I ND",2017-01-18,2017-01-18,Wednesday,SOUTH-EAST,8955008170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955008170014,7,2017-01-19,GREATER KAILASH,17:35,379,18:30,19:00,Theft,Theft,18.0
1 IPC 1860,"(3-28, CHIRAG ENCLAVE, GREATER KAILASH -I ND",2017-01-02,2017-01-06,INTERVENING DAY,SOUTH-EAST,8955008170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955008170015,,2017-01-19,GREATER KAILASH,18:10,457/380,00:00,00:00,Theft-house-trespass,Theft,0.0
1 IPC 1860,"R-104, IST FLOOR, GREATER KAILASH -I ND",2017-01-20,2017-01-20,Friday,SOUTH-EAST,8955008170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955008170016,,2017-01-20,GREATER KAILASH,19:15,381/34,10:00,14:00,Theft by clerk,Theft by clerk,10.0
1 IPC 1860,"H.NO. 125, ZAMRUDPUR, GREATER KAILASH -I ND",2017-01-21,2017-01-21,Saturday,SOUTH-EAST,8955008170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955008170017,7,2017-01-21,GREATER KAILASH,21:25,188,20:35,20:35,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,20.0
1 IPC 1860,"HANS RAJ, GUPTA MARG OPP. R -57, GREATER KAILASH -I ND",2017-01-21,2017-01-21,Saturday,SOUTH-EAST,8955008170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955008170018,7,2017-01-22,GREATER KAILASH,00:15,379/356,21:45,21:45,Snatching-Theft,Snatching,21.0
1 IPC 1860,"H.NO. 103A, ZAMRUDPUR, GREATER KAILASH -I ND",2017-01-23,2017-01-23,Monday,SOUTH-EAST,8955008170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955008170019,6,2017-01-23,GREATER KAILASH,20:10,188,18:25,18:25,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,18.0
1 IPC 1860,"MASJID MOTH, 220 KV GRID, GREATER KAILASH -I ND",2017-01-28,2017-01-28,Saturday,SOUTH-EAST,8955008170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955008170021,4,2017-01-28,GREATER KAILASH,19:35,287/338,11:00,11:00,Negligent conduct-endangering safety of others,Negligent conduct-endangering safety of others,11.0
1 IPC 1860,"B-86, GREATER KAILASH -I ND",2017-02-03,2017-02-03,Friday,SOUTH-EAST,8955008170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955008170024,6,2017-02-03,GREATER KAILASH,20:10,288/337/304A,17:00,17:00,Negligence conduct-Negligent conduct-endangering safety of others,Others,17.0
1 IPC 1860,"C -‘I 17, GF, GREATER KAILASH -I ND",2017-02-06,2017-02-06,Monday,SOUTH-EAST,8955008170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955008170025,5,2017-02-07,GREATER KAILASH,21:35,336,14:00,14:00,endangering safety of others,endangering safety of others,14.0
1 IPC 1860,"HOTEL, ACE RESIDENCY, GREATER KAILASH -I ND",2016-02-13,2016-02-13,Saturday,SOUTH-EAST,8955008170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955008170026,,2017-02-08,GREATER KAILASH,16:40,323/376/377/506/5,00:00,23:59,Causing hurt-Criminal intimidation-Rape-Unnatural offence,Rape,0.0
1 IPC 1860,"H.NO. R-298, GROUND FLOOR, GREATER KAILASH -I ND",2016-08-15,2016-08-15,Monday,SOUTH-EAST,8955008170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955008170027,6,2017-02-08,GREATER KAILASH,21:45,323/354/509/34,17:30,17:30,Causing hurt-sexual harrasement,sexual harrasement,17.0
1 IPC 1860,"H.NO. R -298, GROUND FLOOR, GREATER KAILASH -I ND",2016-08-15,2016-08-15,Monday,SOUTH-EAST,8955008170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955008170028,6,2017-02-09,GREATER KAILASH,20:45,354/506/509/109,17:30,17:30,Criminal intimidation-sexual harrasement,sexual harrasement,17.0
1 IPC 1860,"8-79, IN FRONT OF HANSRAJ GUPTA MARG, GREATER KAILASH -I ND",2017-02-09,2017-02-09,Thursday,SOUTH-EAST,8955008170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955008170029,7,2017-02-09,GREATER KAILASH,22:30,379,20:30,20:30,Theft,Theft,20.0
1 IPC 1860,"R BLOCK, NEAR R BLOCK RED LIGHT, MAIN ROAD, GREATER KAILASH -I ND",2017-02-10,2017-02-10,Friday,SOUTH-EAST,8955008170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955008170030,8,2017-02-10,GREATER KAILASH,23:15,379,22:05,22:05,Theft,Theft,22.0
1 IPC 1860,"MAA ANAND MAYI MARG, NEAR ICD POINT BOOTH, PUL PRAHLAD PUR,NEW DELHI, 110044",2016-12-31,2016-12-31,Saturday,SOUTH-EAST,8955017170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955017170002,8,2017-01-01,PUL PRAHLAD PUR,01:30,279/337,22:00,22:00,Rash driving-endangering safety of others,Rash driving,22.0
1 IPC 1860,"H.NO- I-177, LAL KUAN, MB ROAD PUL PRAHLAD PUR ND, 110044",2017-01-06,2017-01-06,Friday,SOUTH-EAST,8955017170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955017170003,7,2017-01-06,PUL PRAHLAD PUR,22:00,341/323/506/34,20:00,20:00,Causing hurt-Criminal intimidation-wrong restraint,Causing hurt-Criminal intimidation-wrong restraint,20.0
